date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients,hosp_patients,weekly_hosp_admissions,daily_case_change_rate,daily_death_change_rate,hospitalization_rate,icu_rate,case_fatality_rate,7day_avg_new_cases,7day_avg_new_deaths,hospitalization_need,icu_requirement
7/21/2020,3853351,60012,145801,932,11390.679,430.994,11458,42195,30552,,,1.0950209311324093,0.29735157788636435,3.7837456281558572,,,High,High
7/22/2020,3911870,58519,146668,867,11563.663,433.557,12487,46107,31352,1.518652207,0.594646127,1.1786434620782387,0.31920794913941414,3.749306597611884,,,High,High
7/23/2020,3975206,63336,147861,1193,11750.887,437.084,13916,47834,31679,1.6190722084322842,0.8134016963482151,1.2033087090329406,0.35006990832676343,3.7195808217234525,,,High,High
7/24/2020,4047622,72416,149052,1191,11964.952,440.604,13627,46748,31870,1.8216917563517465,0.8054862336924543,1.1549497458013618,0.336666813,3.682458490442042,,,High,High
7/25/2020,4120764,73142,150306,1254,12181.163,444.311,14402,51831,32804,1.8070363289852658,0.8413171242251027,1.2578007379214144,0.349498297,3.647527497328165,,,High,High
7/26/2020,4193916,73152,151590,1284,12397.404,448.107,12403,43096,33651,1.7752047921210725,0.8542573150772423,1.0275837665799696,0.2957379213126825,3.6145216070135886,,,High,High
7/27/2020,4255512,61596,152738,1148,12579.484,451.5,14230,47165,34623,1.4686989438987335,0.7573058908899003,1.108327270608096,0.3343898454522041,3.5891803383470657,66024.71428571429,1124.142857142857,High,High
7/28/2020,4313271,57759,153689,951,12750.223,454.312,14578,48115,35638,1.3572749882975303,0.6226348387434693,1.1155107110125935,0.3379801547363938,3.563165866461903,65702.85714285714,1126.857142857143,High,High
7/29/2020,4367278,54007,154625,936,12909.87,457.078,14021,45617,36275,1.2521123759671025,0.6090221160915876,1.044517889632856,0.3210466565215221,3.540534859470819,65058.28571428572,1136.7142857142858,High,High
7/30/2020,4425986,58708,155788,1163,13083.413,460.516,14653,46832,36799,1.3442698174927266,0.7521422797089733,1.0581145082700216,0.3310674728749707,3.5198484586259426,64397.142857142855,1132.4285714285713,High,High
7/31/2020,4490841,64855,156967,1179,13275.128,464.001,14603,46150,38019,1.465323207077474,0.7567976994376974,1.0276471600753623,0.3251729464481152,3.495269594269759,63317,1130.7142857142858,High,High
8/1/2020,4556982,66141,158367,1400,13470.643,468.14,14400,50419,38572,1.4727976341179747,0.8919072161664553,1.1064120946714293,0.31599861487273817,3.4752606001077027,62316.857142857145,1151.5714285714287,High,High
